FECHA,ESTADO,BARRIO,VALOR
201603,USADO,LA COLINA,91000000
201603,NUEVO,ASOMADERA # 1,305000000
201603,NUEVO,CABECERA SAN CRISTOBAL,115000000
201603,USADO,CABECERA SAN CRISTOBAL,130000000
201604,USADO,ZONA EXPANSION PAJARITO,45000000
201604,NUEVO,ZONA EXPANSION PAJARITO,60000000
201604,USADO,ZONA EXPANSION PAJARITO,70000000
201604,NUEVO,ZONA EXPANSION PAJARITO,80000000
201604,USADO,EL SOCORRO,95000000
201604,NUEVO,LA PRADERA,90000000
201604,USADO,EL PESEBRE,82000000
201604,USADO,SAN JAVIER # 2,180000000
201604,NUEVO,ZONA EXPANSION ALTOS DE CALASANZ,110000000
201604,USADO,SIMON BOLIVAR,340000000
201604,USADO,SIMON BOLIVAR,300000000
201604,USADO,SIMON BOLIVAR,260000000
201604,USADO,SIMON BOLIVAR,430000000
201604,USADO,SIMON BOLIVAR,270000000
201604,USADO,LA AMERICA,270000000
201604,USADO,LA MOTA,212000000
201604,USADO,LOMA DE LOS BERNAL,135000000
201604,NUEVO,CORDOBA,205000000
201604,USADO,TOSCANA,91245000
201604,USADO,ALTAVISTA,150000000
201604,NUEVO,ZONA EXPANSION PAJARITO,68000000
201604,NUEVO,ZONA EXPANSION PAJARITO,85000000
201604,NUEVO,LOS NARANJOS,650000000
201604,USADO,SIMON BOLIVAR,330000000
201604,USADO,SIMON BOLIVAR,210000000
201604,USADO,SIMON BOLIVAR,230000000
201604,USADO,LA AMERICA,240000000
201604,USADO,SIMON BOLIVAR,370000000
201604,USADO,SIMON BOLIVAR,320000000
201604,USADO,SIMON BOLIVAR,280000000
201604,USADO,SIMON BOLIVAR,270000000
201604,USADO,SIMON BOLIVAR,220000000
201604,USADO,SIMON BOLIVAR,380000000
201604,USADO,LA FLORESTA,270000000
201604,USADO,LA AMERICA,315000000
201604,USADO,CALASANZ,240000000
201604,USADO,ZONA EXPANSION PAJARITO,45000000
201604,USADO,ZONA EXPANSION PAJARITO,55000000
201604,NUEVO,CABECERA SAN ANTONIO DE PRADO,75000000
201604,NUEVO,SIMON BOLIVAR,320000000
201604,NUEVO,CALASANZ,430000000
201604,NUEVO,CALASANZ,350000000
201604,USADO,CALASANZ,210000000
201604,USADO,CALASANZ,265000000
201604,USADO,CALASANZ,255000000
201604,USADO,CALASANZ,250000000
201604,USADO,EL DANUBIO,200000000
201604,USADO,LA AMERICA,255000000
201604,USADO,LOS PINOS,200000000
201604,USADO,LA FLORESTA,380000000
201604,NUEVO,LA FLORESTA,332000000
201604,USADO,LA FLORESTA,310000000
201604,USADO,LA FLORESTA,150000000
201604,USADO,EL DANUBIO,220000000
201604,USADO,LA AMERICA,200000000
201604,USADO,LA AMERICA,260000000
201604,USADO,EL DANUBIO,140000000
201604,USADO,BARRIO CRISTOBAL,210000000
201604,USADO,SIMON BOLIVAR,360000000
201604,USADO,EL VELODROMO,350000000
201604,NUEVO,BARRIO CRISTOBAL,100000000
201604,USADO,LA FLORESTA,210000000
201604,NUEVO,BARRIO CRISTOBAL,105000000
201604,NUEVO,BARRIO CRISTOBAL,105000000
201604,USADO,LA AMERICA,200000000
201604,USADO,LOMA DE LOS BERNAL,185000000
201604,USADO,SANTA MARIA DE LOS ANGELES,260000000
201604,NUEVO,BERMEJAL LOS ALAMOS,66500000
201604,USADO,LOS PINOS,200000000
201604,USADO,LOS PINOS,150000000
201604,USADO,FERRINI,230000000
201604,NUEVO,ZONA EXPANSION ALTOS DE CALASANZ,150000000
201604,NUEVO,ZONA EXPANSION ALTOS DE CALASANZ,120000000
201604,NUEVO,ZONA EXPANSION ALTOS DE CALASANZ,165000000
201604,USADO,FERRINI,150000000
201604,USADO,FERRINI,160000000
201604,NUEVO,AURES # 2,110000000
201604,USADO,LOS PINOS,202000000
201604,USADO,CALASANZ PARTE ALTA,210000000
201604,USADO,CALASANZ PARTE ALTA,170000000
201604,USADO,CALASANZ PARTE ALTA,100000000
201604,USADO,FERRINI,140000000
201604,USADO,EL DIAMANTE,260000000
201604,USADO,FERRINI,250000000
201604,USADO,FERRINI,350000000
201604,USADO,LA FLORESTA,150000000
201604,NUEVO,ZONA EXPANSION PAJARITO,63000000
201604,USADO,ZONA EXPANSION PAJARITO,50000000
201604,NUEVO,ZONA EXPANSION PAJARITO,60000000
201604,NUEVO,ZONA EXPANSION ALTOS DE CALASANZ,145000000
201604,NUEVO,ZONA EXPANSION ALTOS DE CALASANZ,150000000
201604,USADO,CALASANZ PARTE ALTA,130000000
201604,NUEVO,CALASANZ PARTE ALTA,24000000
201604,NUEVO,LA AMERICA,140000000
201604,USADO,SANTA TERESITA,270000000
201604,USADO,LOS PINOS,300000000
201604,NUEVO,LA AMERICA,140000000
201604,NUEVO,LA AMERICA,140000000
201604,NUEVO,LA AMERICA,190000000
201604,NUEVO,LA CASTELLANA,320000000
201604,NUEVO,LA CASTELLANA,235000000
201604,USADO,FATIMA,180000000
201604,NUEVO,FATIMA,180000000
201604,USADO,FATIMA,198000000
201605,NUEVO,LA AMERICA,150000000
201605,USADO,SANTA TERESITA,220000000
201605,USADO,SANTA TERESITA,170000000
201605,NUEVO,LA PILARICA,95000000
201605,NUEVO,LA PILARICA,98000000
201605,NUEVO,SIMON BOLIVAR,292000000
201605,NUEVO,SIMON BOLIVAR,240000000
201605,NUEVO,SIMON BOLIVAR,300000000
201605,USADO,SIMON BOLIVAR,230000000
201605,USADO,CABECERA SAN CRISTOBAL,75000000
201605,NUEVO,SIMON BOLIVAR,160000000
201605,USADO,ROBLEDO,145000000
201605,NUEVO,SANTA MONICA,150000000
201605,USADO,LA FLORESTA,290000000
201605,USADO,BARRIO CRISTOBAL,180000000
201605,USADO,LA AMERICA,140000000
201605,NUEVO,LA FLORESTA,330000000
201605,USADO,SANTA TERESITA,185000000
201605,USADO,SANTA TERESITA,390000000
201605,USADO,FLORIDA NUEVA,300000000
201605,USADO,FLORIDA NUEVA,250000000
201605,USADO,MORAVIA,68000000
201605,USADO,MORAVIA,55000000
201605,USADO,EL DIAMANTE,160000000
201605,USADO,LOPEZ DE MESA,150000000
201605,USADO,PAJARITO,111000000
201605,USADO,LOS PINOS,320000000
201605,USADO,EL VELODROMO,330000000
201605,USADO,BELENCITO,119000000
201605,USADO,SANTA MONICA,140000000
201605,USADO,FLORIDA NUEVA,195000000
201605,USADO,EL VELODROMO,300000000
201605,USADO,FLORIDA NUEVA,260000000
201605,USADO,SAN JAVIER # 2,80000000
201605,NUEVO,EL DANUBIO,160000000
201605,USADO,SANTA LUCIA,160000000
201605,USADO,SANTA TERESITA,240000000
201605,USADO,SANTA TERESITA,270000000
201605,USADO,SANTA TERESITA,250000000
201605,USADO,PALENQUE,100000000
201605,USADO,BOYACA,160000000
201605,USADO,SANTA LUCIA,120000000
201605,USADO,SANTA LUCIA,118000000
201605,USADO,BELENCITO,160000000
201605,USADO,LA PRADERA,120000000
201605,USADO,LA PRADERA,120000000
201605,USADO,CALASANZ,250000000
201605,NUEVO,LA AMERICA,210000000
201605,USADO,LA FLORESTA,175000000
201605,USADO,LA AMERICA,150000000
201605,USADO,LA FLORESTA,180000000
201605,NUEVO,LA AMERICA,335000000
201605,NUEVO,LA AMERICA,280000000
201605,USADO,LA AMERICA,205000000
201605,USADO,CALASANZ,750000000
201605,NUEVO,CALASANZ PARTE ALTA,235000000
201605,NUEVO,CALASANZ PARTE ALTA,240000000
201605,USADO,LOS PINOS,185000000
201605,USADO,LA FLORESTA,350000000
201605,USADO,LA FLORESTA,410000000
201605,USADO,SANTA MONICA,125000000
201605,NUEVO,CALASANZ,295000000
201605,USADO,PRADO,700000000
201605,USADO,PRADO,195000000
201605,USADO,SANTA MARIA DE LOS ANGELES,700000000
201605,USADO,LA MANSION,125000000
201605,USADO,LA MANSION,230000000
201605,USADO,LA MANSION,45000000
201605,NUEVO,EL DANUBIO,180000000
201605,USADO,CUCARACHO,135000000
201605,USADO,SIMON BOLIVAR,400000000
201605,USADO,SANTA LUCIA,105000000
201605,USADO,SIMON BOLIVAR,345000000
201605,USADO,MONTECLARO,85000000
201605,NUEVO,SANTA FE,240000000
201605,USADO,SANTA FE,330000000
201605,NUEVO,ROSALES,315000000
201605,USADO,SANTA FE,250000000
201605,USADO,BOSTON,132000000
201605,NUEVO,SIMON BOLIVAR,240000000
201605,NUEVO,SIMON BOLIVAR,250000000
201605,USADO,SANTA LUCIA,185000000
201605,USADO,SANTA LUCIA,160000000
201605,USADO,SAN JAVIER # 2,200000000
201605,USADO,LAURELES,380000000
201605,USADO,PALENQUE,68000000
201605,USADO,LA CASTELLANA,195000000
201605,USADO,SANTA FE,310000000
201605,USADO,SANTA FE,140000000
201605,USADO,SANTA FE,210000000
201605,USADO,CAMPO AMOR,200000000
201605,USADO,CAMPO AMOR,180000000
201605,NUEVO,LA CASTELLANA,310000000
201605,USADO,CATALUNA,145000000
201605,USADO,LA CASTELLANA,310000000
201605,NUEVO,SANTA MARIA DE LOS ANGELES,215000000
201605,USADO,SAN JAVIER # 2,240000000
201605,USADO,SAN JAVIER # 2,240000000
201605,USADO,SANTA FE,195000000
201605,USADO,LAS GRANJAS,150000000
201605,NUEVO,LA AMERICA,220000000
201605,USADO,EDUARDO SANTOS,30000000
201605,USADO,BARRIO CRISTOBAL,220000000
201605,USADO,SANTA TERESITA,270000000
201605,NUEVO,EL VELODROMO,450000000
201605,USADO,SANTA LUCIA,340000000
201605,USADO,EL VELODROMO,300000000
201605,USADO,SURAMERICANA,390000000
201605,USADO,CALASANZ,140000000
201605,USADO,FLORIDA NUEVA,240000000
201605,USADO,MIRANDA,48261780
201605,NUEVO,CABECERA SAN CRISTOBAL,145000000
201606,NUEVO,CUCARACHO,85000000
201606,NUEVO,CUCARACHO,70000000
201606,USADO,PALENQUE,140000000
201606,USADO,LOS COLORES,280000000
201606,USADO,LOS COLORES,350000000
201606,USADO,LOS COLORES,300000000
201606,USADO,LOS COLORES,240000000
201606,USADO,LOS COLORES,450000000
201606,NUEVO,ZONA EXPANSION PAJARITO,80000000
201606,USADO,CALASANZ PARTE ALTA,110000000
201606,USADO,BOMBONA # 1,215000000
201606,USADO,BOMBONA # 1,280000000
201606,USADO,PAJARITO,108000000
201606,USADO,BOMBONA # 1,250000000
201606,USADO,BOMBONA # 1,205000000
201606,NUEVO,CATALUNA,150000000
201606,USADO,BARRIO CAICEDO,90000000
201606,USADO,BARRIO CAICEDO,130000000
201606,USADO,CATALUNA,150000000
201606,USADO,BARRIO CAICEDO,98000000
201606,USADO,BUENOS AIRES,300000000
201606,NUEVO,BUENOS AIRES,220000000
201606,USADO,BUENOS AIRES,210000000
201606,USADO,EL SALVADOR,235000000
201606,USADO,MIRAFLORES,130000000
201606,USADO,BARRIO CAICEDO,160000000
201606,USADO,LAS ACACIAS,350000000
201606,USADO,EL SALVADOR,150000000
201606,USADO,LA GLORIA,320000000
201606,USADO,EL SALVADOR,170000000
201606,USADO,LAURELES,380000000
201606,USADO,LAURELES,320000000
201606,USADO,LAURELES,320000000
201606,USADO,LAURELES,340000000
201606,USADO,MANRIQUE CENTRAL # 2,180000000
201606,NUEVO,EL POMAR,95000000
201606,NUEVO,EL POMAR,235000000
201606,USADO,EL POMAR,85000000
201606,NUEVO,MANRIQUE CENTRAL # 2,95000000
201606,USADO,BARRIO CAICEDO,250000000
201606,USADO,VERSALLES # 1,160000000
201606,USADO,MIRAFLORES,270000000
201606,USADO,CAMPO AMOR,180000000
201606,USADO,CUCARACHO,65000000
201606,USADO,LOS CERROS EL VERGEL,90000000
201606,USADO,LOS CERROS EL VERGEL,230000000
201606,NUEVO,MANRIQUE CENTRAL # 2,200000000
201606,NUEVO,MANRIQUE CENTRAL # 2,160000000
201606,NUEVO,MANRIQUE CENTRAL # 2,180000000
201606,USADO,LA MANSION,80000000
201606,USADO,LA MANSION,120000000
201606,NUEVO,BOMBONA # 2,120000000
201606,USADO,PRADO,290000000
201606,USADO,BOMBONA # 2,125000000
201606,USADO,LORETO,68000000
201606,USADO,CAMPO VALDES # 2,100000000
201606,USADO,MIRAFLORES,205000000
201606,USADO,MIRAFLORES,170000000
201606,USADO,MANRIQUE CENTRAL # 2,140000000
201606,USADO,MIRAFLORES,130000000
201606,USADO,LA FLORESTA,450000000
201606,USADO,MIRAFLORES,95000000
201606,NUEVO,ASOMADERA # 1,80000000
201606,USADO,MANRIQUE CENTRAL # 1,159000000
201606,USADO,CAMPO VALDES # 2,98000000
201606,USADO,LA MANSION,100000000
201606,USADO,BARRIO CRISTOBAL,135000000
201606,USADO,BARRIO CRISTOBAL,140000000
201606,NUEVO,OCHO DE MARZO,60000000
201606,USADO,LORETO,55000000
201606,USADO,VILLA HERMOSA,160000000
201606,USADO,VILLA HERMOSA,100000000
201606,USADO,VILLA HERMOSA,98000000
201606,NUEVO,VILLA HERMOSA,100000000
201606,USADO,VILLA HERMOSA,430000000
201606,NUEVO,VILLA HERMOSA,190000000
201606,USADO,TRICENTENARIO,110000000
201606,USADO,VILLA HERMOSA,170000000
201606,USADO,VILLA HERMOSA,190000000
201606,USADO,VERSALLES # 1,38000000
201606,USADO,LA PILARICA,220000000
201606,USADO,LA PILARICA,195000000
201606,USADO,LA PILARICA,230000000
201606,NUEVO,LA PILARICA,240000000
201606,USADO,SAN MIGUEL,195000000
201606,USADO,LA PILARICA,240000000
201606,USADO,EL VELODROMO,175000000
201606,USADO,EL RAIZAL,80000000
201606,USADO,CABECERA SAN ANTONIO DE PRADO,60000000
201606,USADO,LA PILARICA,240000000
201606,USADO,LAURELES,300000000
201606,NUEVO,LA PILARICA,215000000
201606,USADO,LA CASTELLANA,185000000
201606,USADO,LA PILARICA,150000000
201606,USADO,LA PILARICA,165000000
201606,NUEVO,LA PILARICA,176000000
201606,USADO,VERSALLES # 1,70000000
201606,NUEVO,LA AMERICA,150000000
201606,NUEVO,VERSALLES # 1,45000000
201606,USADO,EL DANUBIO,113000000
201606,USADO,VERSALLES # 1,140000000
201606,USADO,SAN MIGUEL,85000000
201606,USADO,CALASANZ,450000000
201606,USADO,VILLA HERMOSA,220000000
201606,NUEVO,PROGRESO,135000000
201606,USADO,PROGRESO,120000000
201606,NUEVO,PROGRESO,90000000
201606,USADO,CALASANZ,250000000
201606,USADO,BOYACA,165000000
201606,USADO,PROGRESO,170000000
201606,USADO,CORDOBA,115000000
201606,NUEVO,CORDOBA,170000000
201606,USADO,LA PILARICA,185000000
201606,NUEVO,LA PILARICA,190000000
201606,NUEVO,LA PILARICA,175000000
201607,USADO,LA PILARICA,210000000
201607,USADO,PROGRESO,290000000
201607,USADO,EL VELODROMO,150000000
201607,USADO,FLORIDA NUEVA,320000000
201607,USADO,LA CASTELLANA,295000000
201607,USADO,LORENA,220000000
201607,USADO,BOSQUES DE SAN PABLO,135000000
201607,USADO,ALTAMIRA,115000000
201607,USADO,ALTAMIRA,140000000
201607,USADO,BOSTON,220000000
201607,NUEVO,LAURELES,510000000
201607,NUEVO,CASTROPOL,470000000
201607,NUEVO,CASTROPOL,443000000
201607,NUEVO,CASTROPOL,400000000
201607,NUEVO,EL NOGAL - LOS ALMENDROS,370000000
201607,USADO,BARRIO CRISTOBAL,135000000
201607,NUEVO,EL NOGAL - LOS ALMENDROS,270000000
201607,NUEVO,EL DANUBIO,180000000
201607,NUEVO,LOS ANGELES,100000000
201607,USADO,SUCRE,320000000
201607,USADO,SUCRE,123000000
201607,USADO,SUCRE,136000000
201607,USADO,ALTAMIRA,145000000
201607,USADO,ENCISO,65000000
201607,USADO,SUCRE,135000000
201607,USADO,ENCISO,190000000
201607,NUEVO,BETANIA,70000000
201607,USADO,BETANIA,44000000
201607,NUEVO,CAMPO AMOR,90000000
201607,USADO,CAMPO AMOR,180000000
201607,NUEVO,ROSALES,220000000
201607,USADO,CORDOBA,160000000
201607,USADO,PROGRESO,240000000
201607,USADO,SAN JOAQUIN,300000000
201607,USADO,EL PINAL,110000000
201607,USADO,EL PINAL,130000000
201607,USADO,BOSQUES DE SAN PABLO,108000000
201607,USADO,BOSQUES DE SAN PABLO,182000000
201607,NUEVO,LA PILARICA,90000000
201607,USADO,SUCRE,56000000
201607,USADO,VILLA TURBAY,60000000
201607,USADO,ENCISO,130000000
201607,USADO,FLORIDA NUEVA,280000000
201607,USADO,EL DIAMANTE,260000000
201607,USADO,VILLA HERMOSA,115000000
201607,USADO,LA MILAGROSA,150000000
201607,USADO,VILLA LILIAM,28000000
201607,USADO,VILLA LILIAM,57000000
201607,USADO,BOSTON,118000000
201607,USADO,SUCRE,180000000
201607,USADO,CATALUNA,120000000
201607,USADO,CARLOS E. RESTREPO,260000000
201607,USADO,CRISTO REY,150000000
201607,NUEVO,SAN LUCAS,1481866200
201607,USADO,SAN DIEGO,260000000
201607,NUEVO,SAN LUCAS,1587284700
201607,NUEVO,SAN LUCAS,1628502700
201607,USADO,SAN DIEGO,270000000
201607,USADO,CALASANZ,240000000
201607,USADO,LOS COLORES,270000000
201607,USADO,LOS CONQUISTADORES,260000000
201607,USADO,LOS CONQUISTADORES,220000000
201607,USADO,LOS CONQUISTADORES,390000000
201607,USADO,GERONA,140000000
201607,USADO,SUCRE,120000000
201607,NUEVO,BOSTON,110000000
201607,USADO,BOSTON,155000000
201607,USADO,BOSTON,360000000
201607,USADO,BOSTON,430000000
201607,NUEVO,BOSTON,120000000
201607,USADO,LOS MANGOS,100000000
201607,USADO,SAN MIGUEL,100000000
201607,USADO,LA PILARICA,245000000
201607,USADO,BUENOS AIRES,215000000
201607,USADO,EL DIAMANTE,260000000
201607,USADO,FLORIDA NUEVA,250000000
201607,USADO,EL DIAMANTE,120000000
201607,NUEVO,ZONA DE EXPANSION BELEN RINCON,210000000
201607,USADO,LAURELES,350000000
201607,USADO,LOMA DE LOS BERNAL,252000000
201607,USADO,SAN ISIDRO,110000000
201607,USADO,BRASILIA,195000000
201607,USADO,BRASILIA,210000000
201607,USADO,MANRIQUE CENTRAL # 1,135000000
201607,USADO,MANRIQUE CENTRAL # 1,280000000
201607,NUEVO,LA PRADERA,90000000
201607,NUEVO,BELENCITO,190000000
201607,USADO,LAS GRANJAS,95000000
201607,USADO,LAURELES,330000000
201607,USADO,METROPOLITANO,90000000
201607,USADO,LOS MANGOS,80000000
201607,USADO,LA PINUELA,130000000
201607,USADO,GERONA,120000000
201607,USADO,EL SALVADOR,95000000
201608,NUEVO,LOS MANGOS,75000000
201608,NUEVO,LOS MANGOS,80000000
201608,USADO,LOS MANGOS,76000000
201608,USADO,LOS MANGOS,27000000
201608,USADO,LOS MANGOS,80000000
201608,USADO,BOMBONA # 1,65000000
201608,USADO,LOS MANGOS,60000000
201608,USADO,LOS MANGOS,65000000
201608,USADO,LOS MANGOS,48000000
201608,USADO,BOSTON,280000000
201608,USADO,LORENA,345000000
201608,USADO,PRADO,140000000
201608,USADO,CATALUNA,120000000
201608,USADO,CATALUNA,115000000
201608,USADO,BARRIO CAICEDO,190000000
201608,USADO,ENCISO,140000000
201608,USADO,LOS COLORES,260000000
201608,USADO,LAS PLAYAS,220000000
201608,USADO,BOSTON,118000000
201608,USADO,LA HONDONADA,130000000
201608,USADO,LA HONDONADA,135000000
201608,USADO,EL SALVADOR,120000000
201608,NUEVO,LA HONDONADA,130000000
201608,USADO,EL ESTADIO,270000000
201608,USADO,AURES # 1,115000000
201608,USADO,EL ESTADIO,400000000
201608,NUEVO,SAN MIGUEL,170000000
201608,USADO,CUARTA BRIGADA,260000000
201608,USADO,CUARTA BRIGADA,185000000
201608,USADO,SIMON BOLIVAR,260000000
201608,USADO,SIMON BOLIVAR,340000000
201608,USADO,SIMON BOLIVAR,173000000
201608,USADO,SIMON BOLIVAR,170000000
201608,USADO,SIMON BOLIVAR,188000000
201608,USADO,SIMON BOLIVAR,390000000
201608,USADO,CRISTO REY,179000000
201608,USADO,CRISTO REY,173000000
201608,NUEVO,CRISTO REY,189000000
201608,USADO,CRISTO REY,185000000
201608,USADO,SAN JAVIER # 2,175000000
201608,USADO,LA CASTELLANA,210000000
201608,NUEVO,LAURELES,380000000
201608,USADO,LALINDE,700000000
201608,NUEVO,LAS ACACIAS,480000000
201608,USADO,LAURELES,410000000
201608,USADO,PLAYON DE LOS COMUNEROS,85000000
201608,USADO,VILLA DEL SOCORRO,105000000
201608,USADO,LA FRANCIA,135000000
201608,USADO,ANDALUCIA,95000000
201608,USADO,ANDALUCIA,110000000
201608,NUEVO,PEDREGAL,67000000
201608,USADO,LA PRADERA,40000000
201608,USADO,BETANIA,100000000
201608,USADO,LA PRADERA,130000000
201608,USADO,LOS ALCAZARES,175000000
201608,USADO,EL PESEBRE,80000000
201608,USADO,LA ESPERANZA,70000000
201608,NUEVO,LA PALMA,160000000
201608,NUEVO,LA PALMA,265000000
201608,USADO,LOS CONQUISTADORES,230000000
201608,USADO,LAURELES,190000000
201608,NUEVO,LOS COLORES,340000000
201608,NUEVO,LOS COLORES,235000000
201608,USADO,LOS COLORES,260000000
201608,NUEVO,LOS CONQUISTADORES,220000000
201608,NUEVO,LOS CONQUISTADORES,200000000
201608,USADO,EL COMPROMISO,60000000
201608,USADO,EL COMPROMISO,40000000
201608,USADO,LAURELES,340000000
201608,USADO,LAURELES,730000000
201608,USADO,LAURELES,480000000
201608,NUEVO,SAN GERMAN,150000000
201608,USADO,LAURELES,310000000
201608,USADO,LAURELES,450000000
201608,USADO,LAURELES,310000000
201608,USADO,LAURELES,350000000
201608,USADO,CRISTO REY,90000000
201608,USADO,CRISTO REY,86000000
201608,USADO,LOS CONQUISTADORES,280000000
201608,USADO,LOS CONQUISTADORES,490000000
201608,NUEVO,ZONA DE EXPANSION BELEN RINCON,205000000
201608,USADO,CALASANZ PARTE ALTA,120000000
201608,USADO,CALASANZ,790000000
201608,USADO,FERRINI,265000000
201608,USADO,LOS CONQUISTADORES,255000000
201608,USADO,LOS CONQUISTADORES,330000000
201608,USADO,CALASANZ,345000000
201608,USADO,LAURELES,410000000
201608,USADO,LAURELES,360000000
201608,USADO,LAURELES,370000000
201608,NUEVO,LAURELES,675000000
201608,NUEVO,LAURELES,470000000
201608,USADO,BOSTON,160000000
201608,USADO,LORETO,129000000
201608,USADO,ALEJANDRO ECHAVARRIA,85000000
201608,USADO,MOSCU # 2,80000000
201608,USADO,BERLIN,90000000
201608,NUEVO,PEDREGAL,87000000
201608,USADO,CRISTO REY,130000000
201608,NUEVO,CRISTO REY,230000000
201608,USADO,BOSTON,95000000
201608,USADO,CRISTO REY,175000000
201608,USADO,EL DIAMANTE,260000000
201608,NUEVO,LOPEZ DE MESA,170000000
201608,USADO,BERMEJAL LOS ALAMOS,180000000
201608,NUEVO,KENNEDY,140000000
201608,USADO,BUENOS AIRES,340000000
201608,USADO,CASTILLA,50000000
201608,USADO,CASTILLA,150000000
201608,USADO,MONTECLARO,115000000
201608,USADO,CASTILLA,160000000
201608,USADO,LA CASTELLANA,110000000
201608,USADO,LOS MANGOS,20000000
201608,USADO,LOS MANGOS,35000000
201608,USADO,LOMA DE LOS BERNAL,245000000
201608,USADO,MANRIQUE CENTRAL # 2,150000000
201608,NUEVO,TEJELO,120000000
201608,USADO,ANDALUCIA,82000000
201608,USADO,CALASANZ PARTE ALTA,240000000
201608,USADO,CUCARACHO,125000000
201608,USADO,EL CASTILLO,1380000000
201608,NUEVO,EL VELODROMO,470000000
201608,USADO,CRISTO REY,180000000
201608,USADO,LAURELES,630000000
201608,USADO,BOLIVARIANA,479000000
201608,USADO,SAN LUCAS,430000000
201608,USADO,LAURELES,430000000
201608,NUEVO,LOS CONQUISTADORES,320000000
201608,NUEVO,FLORIDA NUEVA,330000000
201608,USADO,SAN LUCAS,330000000
201608,USADO,BOSTON,295000000
201608,USADO,BOLIVARIANA,300000000
201608,USADO,LOMA DE LOS BERNAL,230000000
201608,USADO,LA GLORIA,190000000
201608,USADO,CRISTO REY,220000000
201608,USADO,LOS CONQUISTADORES,410000000
201608,USADO,LOMA DE LOS BERNAL,245000000
201608,USADO,LAURELES,410000000
201608,USADO,LA AMERICA,145000000
201608,USADO,SANTA FE,320000000
201608,USADO,EL NOGAL - LOS ALMENDROS,195000000
201608,NUEVO,SUBURB. BUGA - PATIO BONITO,45000000
201608,USADO,LAS ACACIAS,420000000
201608,USADO,BOSTON,300000000
201608,USADO,CRISTO REY,145000000
201608,NUEVO,LAS ACACIAS,290000000
201608,USADO,LAS ACACIAS,350000000
201608,NUEVO,LAS ACACIAS,180000000
201608,USADO,LAS ACACIAS,168000000
201609,USADO,CRISTO REY,120000000
201609,USADO,CRISTO REY,110000000
201609,USADO,LOS BALSOS # 2,320000000
201609,USADO,LAS ACACIAS,390000000
201609,USADO,LA AMERICA,290000000
201609,USADO,LAS ACACIAS,260000000
201609,USADO,LAS ACACIAS,420000000
201609,USADO,LA FLORESTA,95000000
201609,USADO,LOS COLORES,250000000
201609,USADO,FRANCISCO ANTONIO ZEA,87000000
201609,USADO,LOS COLORES,215000000
201609,NUEVO,LOS COLORES,295000000
201609,USADO,FERRINI,175000000
201609,USADO,PEDREGAL,125000000
201609,USADO,20 DE JULIO,250000000
201609,USADO,LA AMERICA,140000000
201609,NUEVO,ANTONIO NARIÑO,83000000
201609,USADO,ANTONIO NARIÑO,65000000
201609,NUEVO,EL SALADO,57000000
201609,USADO,EL SOCORRO,99000000
201609,USADO,SAN JAVIER # 1,160000000
201609,NUEVO,CABECERA SAN ANTONIO DE PRADO,62000000
201609,USADO,SAN MARTIN DE PORRES,44000000
201609,USADO,ZONA EXPANSION PAJARITO,80000000
201609,NUEVO,CORDOBA,115000000
201609,USADO,SAN JAVIER # 2,90000000
201609,USADO,METROPOLITANO,118000000
201609,NUEVO,CALASANZ PARTE ALTA,240000000
201609,USADO,SANTO DOMINGO SAVIO # 1,90000000
201609,NUEVO,LAS ACACIAS,360000000
201609,USADO,PRADO,220000000
201609,USADO,PRADO,240000000
201609,USADO,SANTA FE,230000000
201609,USADO,SANTA FE,330000000
201609,USADO,SANTA FE,410000000
201609,USADO,SANTA FE,200000000
201609,NUEVO,BELEN,315000000
201609,USADO,CAMPO AMOR,260000000
201609,USADO,CAMPO AMOR,160000000
201609,USADO,LA CASTELLANA,295000000
201609,USADO,ALEJANDRO ECHAVARRIA,220000000
201609,NUEVO,BARRIO CAICEDO,180000000
201609,USADO,BOMBONA # 1,195000000
201609,USADO,LOS COLORES,180000000
201609,USADO,LOS COLORES,410000000
201609,USADO,CUARTA BRIGADA,220000000
201609,USADO,CRISTO REY,240000000
201609,NUEVO,CRISTO REY,150000000
201609,NUEVO,CRISTO REY,170000000
201609,USADO,CAMPO AMOR,310000000
201609,NUEVO,ROSALES,298000000
201609,USADO,MIRAFLORES,145000000
201609,USADO,LA PINUELA,200000000
201609,USADO,LAS GRANJAS,170000000
201609,USADO,LOS CONQUISTADORES,410000000
201609,USADO,SIMON BOLIVAR,350000000
201609,USADO,BELEN,240000000
201609,USADO,LOS CONQUISTADORES,245000000
201609,USADO,LA HONDONADA,130000000
201609,USADO,ALEJANDRO ECHAVARRIA,150000000
201609,USADO,SIMON BOLIVAR,350000000
201609,USADO,EL TESORO,616440000
201609,NUEVO,EL TESORO,449625000
201609,USADO,LA HONDONADA,153000000
201609,USADO,LA PILARICA,145000000
201609,USADO,EL TESORO,380000000
201609,USADO,LOS CONQUISTADORES,265000000
201609,USADO,LOS CONQUISTADORES,270000000
201609,USADO,SANTA FE,180000000
201609,USADO,ALTAVISTA,150000000
201609,USADO,VILLA HERMOSA,155000000
201609,USADO,LOS PINOS,320000000
201609,USADO,CAMPO AMOR,240000000
201609,USADO,MIRAFLORES,145000000
201609,USADO,MIRAFLORES,130000000
201609,USADO,ALTOS DEL POBLADO,305000000
201609,USADO,LORENA,350000000
201609,USADO,BOSTON,150000000
201609,USADO,BOSTON,160000000
